"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2XCXWKP3","thesis","2004","Montaño Durán, Patricia Beatriz","Modesta Sanginés (1832-1887), precursora del feminismo en Bolivia. Estudio biográfico","","","","","","","2004","2021-08-28 15:25:13","2021-09-05 22:35:18","","","","","","","","Modesta Sanginés","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PUV68FCV","thesis","2004","Yujra Roque, Mario","La construcción del imaginario histórico a través de la iconografía de monumentos, 1900-1930","","","","","","","2004","2021-08-28 15:26:13","2021-09-05 22:35:24","","","","","","","","La construcción del imaginario histórico","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"23VVR474","thesis","2004","Rodríguez Quispe, Virgilio","Impacto de la modernidad en la ciudad de La Paz, 1900-1920","","","","","","","2004","2021-08-28 15:27:11","2021-09-05 22:35:21","","","","","","","","Impacto de la modernidad en la ciudad de La Paz","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G5WIIMY3","thesis","2005","Flores Jemio, Edson Daniel","Efectos psicosomáticos en los combatientes bolivianos durante la batalla y el cerco de Boquerón","","","","","","","2005","2021-08-28 15:28:24","2021-09-06 15:16:52","","","","","","","","Efectos psicosomáticos en los combatientes","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QQZ6NB5J","thesis","2005","Izurieta y Sea Moyano-Escalera, Macarena","Mentalidad colonial y discurso moderno de la élite criolla a inicios del siglo XX","","","","","","","2005","2021-08-28 15:29:13","2021-09-05 22:35:41","","","","","","","","Mentalidad colonial y discurso moderno","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8E9KBYDP","thesis","2005","Quispe Fernández, Zenón","El camélido en Santiago de Machaca. Entre el intercambio y el contrabando del siglo XX (Santiago de Machaca-Bolivia y Täcna- Perú)","","","","","","","2005","2021-08-28 15:30:29","2021-09-05 22:35:46","","","","","","","","El camélido en Santiago de Machaca","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EYJM29CC","thesis","2005","Roa Valderrama, Ronald","Arturo Borda. Historia secreta de un ser horriblemente libre","","","","","","","2005","2021-08-29 01:01:02","2021-09-05 22:35:49","","","","","","","","Arturo Borda","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GD4G4GBH","thesis","2005","Cruz Condori, Guido Esteban","Orígenes y proceso antagónico en el espacio agrario e histórico del pueblo de Achocalla, 1830-1960","","","","","","","2005","2021-08-29 01:02:02","2021-09-05 22:35:33","","","","","","","","Orígenes y proceso antagónico en el espacio agrario","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQB5WITS","thesis","2005","Canedo Cáceres, María Cristina","Procesos electorales bajo el régimen del Movimiento Nacionalista Revolucionario, 1956, 1960 y 1964","","","","","","","2005","2021-08-29 01:03:24","2021-09-05 22:35:27","","","","","","","","Proceso electorales","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IRC5NX9L","thesis","2006","Mollo Machaca, José","Las Escuelas de Cristo. Una obra de la Misión Franciscana en Bolivia, 1907-1964","","","","","","","2006","2021-08-29 01:04:35","2021-09-06 15:18:02","","","","","","","","Las Escuelas de Cristo","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2MILF3HT","thesis","2006","Mamani Humerez, Froilán","Ocupación y distribución de los espacios andinos en la región del Titicaca. El cantón Santiago de Huata entre 1842 y 1893","","","","","","","2006","2021-08-29 01:06:24","2021-09-05 22:36:25","","","","","","","","Ocupación y distribución de los espacios andinos","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HB4WPAD3","thesis","2006","Bautista Huanca, Zenón Ferrer","Violencia estatal en Bolivia durante el régimen del Movimiento Nacionalista Revolucionario (MNR) 1952-1964","","","","","","","2006","2021-08-29 01:07:22","2021-09-05 22:36:15","","","","","","","","Violencia estatal en Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JF6Q99E7","thesis","2006","Aramayo Bilbao La Vieja, Carlos Eduardo","¡Que cada uno de vosotros sea su propia isla! El Budismo en Bolivia (1992-2004). desde la perspectiva de sus inicios en India y Asia y su futuro en la sociedad boliviana","","","","","","","2006","2021-08-29 01:08:29","2021-09-05 22:36:07","","","","","","","","El Budismo en Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX; Siglo XXI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9HHX9UN4","thesis","2006","Bequer Álvarez, Edwin Adolfo","Rol del Ejército de Bolivia en la historia política nacional, desde la conclusión de la guerra del Chaco hasta el golpe de Estado de 9 de abril de 1952","","","","","","","2006","2021-08-29 01:10:19","2021-09-05 22:36:20","","","","","","","","Rol del Ejército de Bolivia en la historia política","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"666S5327","thesis","2007","Mendoza Aruquipa, Germán","Comunidades y conflictos sociales en la provincia Omasuyos, Laja 1840-1900","","","","","","","2007","2021-08-29 01:11:39","2021-09-05 22:37:08","","","","","","","","Comunidades y conflictos sociales en la provincia Omasuyos","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MYLGQNUA","thesis","2007","Arteaga Fernández, Fernando","Creación, desarrollo y transferencias de las bibliotecas de La Paz. Un enfoque histórico (siglo XIX)","","","","","","","2007","2021-08-29 01:12:40","2021-09-05 22:36:31","","","","","","","","Creación, desarrollo y transferencia de las bibliotecas","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DR3I4U93","thesis","2007","Torres Bautista, Juan Carlos","Historia de la caricatura política en Bolivia (1961-1971). El pensamiento político de Pepe Luque y Cascabel","","","","","","","2007","2021-08-29 01:13:54","2021-09-05 22:37:16","","","","","","","","Historia de la caricatura política en Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RQB2IDMZ","thesis","2007","Gómez-García Krust, Vannya","Rubro y visiones de exploradores, conquistadores y misioneros hacia las tierras bajas de los mosetenes (s. XV - s. XIX)","","","","","","","2007","2021-08-29 01:14:48","2021-09-05 22:36:54","","","","","","","","Rubro y visiones de exploradores, conquistadores y misioneros","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XVI; Siglo XVII; Siglo XVIII; siglo XV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2M8TNHJV","thesis","2007","Illatarco Peñarrieta, Galo Jaime","La canción popular de protesta en La Paz, 1965-1990. Una manera de imaginar la nueva sociedad","","","","","","","2007","2021-08-29 01:16:25","2021-09-05 22:37:01","","","","","","","","La canción popular de protesta en La Paz","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSEE3AY9","thesis","2008","Apaza Condori, Jorge","De ciegos, sordomudos a personas con necesidades especiales. desarrollo histórico del Instituto Boliviano de la Ceguera (1957-1990)","","","","","","","2008","2021-08-29 01:17:30","2021-09-05 22:37:20","","","","","","","","De ciegos, sordomudos a personas con necesidades especiales","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CB85C7U7","thesis","2008","Zalles Cuestas, Solange Leonor","Los poderes locales y sus influencias en el desarrollo regional . Los yungas paceños entre 1932 y 1952","","","","","","","2008","2021-08-29 01:18:43","2021-09-05 22:37:29","","","","","","","","Los poderes locales y sus influencias en el desarrollo regional","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TGHFNPSN","thesis","2008","Balderrama Guzmán, Alvaro Eduardo","La historia como sistema estructural para la conservación y uso social del patrimonio urbano y arquitectónico. El caso de la ciudad de Cochabamba","","","","","","","2008","2021-08-29 01:19:34","2021-09-06 15:22:20","","","","","","","","La historia como sistema estructural para la conservación","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9UGZI6QM","thesis","2009","Bacherer Debreczeni, Susana","Origen y evolución de la izquierda. El Partido Obrero Revolucionario en la historia política de Bolivia (1935-1952)","","","","","","","2009","2021-08-29 01:21:21","2021-09-05 22:37:32","","","","","","","","Origen y evolución de la izquierda","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2C4BXK78","thesis","2009","Carvajal Vargas, Rolando","La ruta de Alonso de Mendoza y la cuádruple entrada de 1538 a los Abiscas, Chunchos, Mojos y Chiriguanaes. Carabaya, Chuquiabo 1520-1570","","","","","","","2009","2021-08-29 01:22:21","2021-09-05 22:37:38","","","","","","","","La ruta de Alonso de Mendoza","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q7RH9AY3","thesis","2009","Chávez García, Randy","Los primeros miembros de la Iglesia de Jesucristo de los Santos de los Últimos Días y sus primeros logros en Bolivia","","","","","","","2009","2021-08-29 01:30:07","2021-09-05 22:37:44","","","","","","","","Los primeros miembros de la Iglesia de Jesucristo de los Santos de los Últimos Días","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JEDSF5PB","thesis","2009","Mamani Siñani, Roger Leonardo","Caudillos y participación indígena en la División los Valles de La Paz y Cochabamba durante la guerra de la Independencia, 1812-1817","","","","","","","2009","2021-08-29 01:31:15","2021-09-05 22:37:50","","","","","","","","Caudillos y participación indígena","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZS9T8V9Y","thesis","2011","Rodríguez Laguna, Mariela","Entre ""bárbaros"" y ""civilizados"". el afianzamiento de una frontera colonial. Chichas, siglo XVI","","","","","","","2011","2021-08-29 01:32:29","2021-09-05 22:38:36","","","","","","","","Entre ""bárbaros"" y ""civilizados""","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EKDBC25D","thesis","2011","Camacho Silva, Iván Roberto","El contexto ideológico político predominante en la creación de la primera Constitución social de 1938","","","","","","","2011","2021-08-29 01:43:49","2021-09-05 22:38:00","","","","","","","","El contexto ideológico político","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NF5HF8B","thesis","2011","Quispe Chambi, Rosmery","CONDEPA: la emergencia del neopopulismo a fines del siglo XX en la ciudad de La Paz","","","","","","","2011","2021-08-29 01:44:44","2021-09-05 22:38:28","","","","","","","","CONDEPA","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HPUBVRRE","thesis","2011","Pérez Miranda, Leslye Alejandra","La construcción del civismo y los héroes de la Guerra del Pacífico a través de la prensa paceña (1879-1979)","","","","","","","2011","2021-08-29 01:45:42","2021-09-05 22:38:23","","","","","","","","La construcción del civismo y los héroes","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DXKC7F79","thesis","2011","Ramos Flores, Dámaso Marcelo","El proceso del fútbol en el Departamento de La Paz (1900-1950)","","","","","","","2011","2021-08-29 01:46:58","2021-09-05 22:38:32","","","","","","","","El proceso del fútbol","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KG78BEWQ","thesis","2011","Guerreros Burgoa, Johnny Tito","Los tres rostros del Gran Poder: de la festividad a la fiesta popular en la ciudad de La Paz en el siglo XX","","","","","","","2011","2021-08-29 01:47:43","2021-09-05 22:38:03","","","","","","","","Los tres rostros del Gran Poder","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V9BRHJGS","thesis","2011","Tenorio Levandro, Carlos Antonio","Orígenes de las firmas del industrial minero Mauricio Hochschild Hirsch en Bolivia: crecimiento económico en Potosí (1921-1939)","","","","","","","2011","2021-08-29 01:49:03","2021-09-05 22:38:39","","","","","","","","Orígenes de las firmas del industrial minero Mauricio Hochschild","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M74HFL5F","thesis","2011","Arroyo Dávila, Juan Miguel","Historia de la prensa paceña de 1829-1839: a partir del periódico El Iris de La Paz, en la ciudad de La Paz","","","","","","","2011","2021-08-29 01:50:47","2021-09-05 22:37:54","","","","","","","","Historia de la prensa paceña de 1829-1839","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z6QRD7TQ","thesis","2011","Murillo Mendoza, Max Raúl","La montaña de los Yuracarés en la experiencia franciscana (1773-1805)","","","","","","","2011","2021-08-29 01:52:06","2021-09-05 22:38:10","","","","","","","","La montaña de los Yuracarés","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SP5XPAMW","thesis","2012","Chui Mena, Raúl","Una aproximación histórica a la justicia indígena originaria en el Ayllu Yaru del Cantón Conchacollo de la marka San Andrés de Machaca, 1952-2002","","","","","","","2012","2021-08-29 01:53:04","2021-09-05 22:39:02","","","","","","","","Una aproximación histórica a la justicia indígena originaria","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX; Siglo XXI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BULTIQK8","thesis","2012","Rodríguez Leyton, Juan Nivardo","El anarquismo individualista en Bolivia, 1918-1924 en las publicaciones: Renacimiento altoperuano (Sucre, 1918), Arte y Trabajo (Cochabamba, 1912-1924)","","","","","","","2012","2021-08-29 01:54:07","2021-09-05 22:39:12","","","","","","","","El anarquismo individualista en Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F55Q3XJT","thesis","2012","Callisaya Uchani, Magdalena","Influencia de la logística boliviana en la Guerra del Chaco (1932-1935)","","","","","","","2012","2021-08-29 01:55:12","2021-09-05 22:38:50","","","","","","","","Influencia de la logística boliviana en la Guerra del Chaco","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GSYEC5QP","thesis","2012","Adriázola Guillén, María Teresa","La niña del siglo XIX. El objeto cultural como documento de análisis y testimonio histórico","","","","","","","2012","2021-08-29 01:55:53","2021-09-05 22:38:44","","","","","","","","La niña del siglo XIX","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FBKSNPCY","thesis","2012","Salluco Sirpa, Teodoro","La explotación del cobre en el distrito minero de Corocoro a principios del siglo XX (1900-1930)","","","","","","","2012","2021-08-29 01:57:24","2021-09-05 22:39:16","","","","","","","","La explotación del cobre en el distrito minero de Corocoro","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3LWFBT64","thesis","2012","Quispe Huanca, Felipe","El Primer Congreso Indigenal de 1945","","","","","","","2012","2021-08-29 01:58:22","2021-09-05 22:39:05","","","","","","","","El Primer Congreso Indigenal de 1945","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DGEHS7U","thesis","2013","Cazas Aruquipa, Luisa Andrea","Contradicciones de discursos y realidades con respecto al trabajo. Chicheras en la ciudad de Oruro, 1900-1930","","","","","","","2013","2021-08-29 01:58:57","2021-09-05 22:39:18","","","","","","","","Chicheras en la ciudad de Oruro","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7S2WGIA6","thesis","2013","Espino Mamani, Humberto","La explotación de la piedra caliza en el cerro Catavi. industria, mercado laboral y economía campesina en el altiplano norte de La Paz (1985-2005)","","","","","","","2013","2021-08-29 02:00:15","2021-09-05 22:39:27","","","","","","","","La explotación de la piedra caliza","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX; Siglo XXI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIIXUYE3","thesis","2013","Vargas Aramayo, Rómulo","La Corporación Boliviana de Fomento y la inversión de capitales en la agroindustria azucarera del oriente. El caso del Ingenio Azucarero Guabirá, 1971-1978","","","","","","","2013","2021-08-29 02:01:19","2021-09-06 15:20:36","","","","","","","","La Corporación Boliviana de Fomento","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZPHSZA8Q","thesis","2013","Zurita Zabaleta, Juan Carlos","La Misión Militar Alemana y el Ejército boliviano, 1911-1914","","","","","","","2013","2021-08-29 02:02:18","2021-09-06 15:21:42","","","","","","","","La Misión militar Alemana y el Ejército boliviano","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AVYFVZXM","thesis","2014","Flores Montalvo, Yevgueni","El mercado de trabajo en la ciudad de Potosí de 1825-1841","","","","","","","2014","2021-08-29 02:03:00","2021-09-05 22:39:55","","","","","","","","El mercado de trabajo en la ciudad de Potosí","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BRPEMHMH","thesis","2014","Zambrana Lara, Carlos","""Empuñar la palabra como fusil"". Discurso político del semanario popular ""Aquí"" a favor de la apertura democrática en Bolivia, 1979-1980","","","","","","","2014","2021-08-29 02:03:53","2021-09-05 22:40:19","","","","","","","","""Empuñar la palabra como fusil""","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITIJ3GX9","thesis","2014","Chávez, Dercy","Historia de una economía local: Las cooperativas mineras en la explotación del oro en la región de Mapiri del Departamento de La Paz (1980-2010)","","","","","","","2014","2021-08-29 02:05:11","2021-09-06 15:15:49","","","","","","","","Historia de una economía local","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX; Siglo XXI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VMYVGIIP","thesis","2014","Ticona Ramos, Eliza","Los directores, visitadores: Orientadores y Fiscalizadores de la Educación Primaria Rural en las Provincias de los Departamentos de Chuquisaca, Oruro y Potosí, 1940","","","","","","","2014","2021-08-29 02:06:03","2021-09-05 22:40:13","","","","","","","","Los directores, visitadores","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZDQP9GWN","thesis","2014","Mamani Mamani, Lupe Jimena","Mujeres, madres, esposas y profesoras. Rol de las mujeres según las políticas educativas del periodo liberal en Bolivia (1899-1920)","","","","","","","2014","2021-08-29 02:07:12","2021-09-05 22:40:01","","","","","","","","Mujeres, madres, esposas y profesoras","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HRTMJV5S","thesis","2000","Urday Esslinger, Heidi Matilde Carolina","Empréstitos e inversiones. Las relaciones económicas entre Bolivia y Estados Unidos, 1900-1930","","","","","","","2000","2021-08-29 02:12:04","2021-09-05 22:34:05","","","","","","","","Empréstitos e inversiones","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"65A5DMTG","thesis","2000","Mendoza Gallardo, María Rebeca","Análisis de la misión de Juan de la Cruz Benavente ante el gobierno de Chile, 1853-1855","","","","","","","2000","2021-08-29 02:13:02","2021-09-05 22:34:01","","","","","","","","Análisis de la misión de Juan de la Cruz Benavente","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CC4J6VZB","thesis","2018","Quisbert Mamani, Katerin Estefany; Soux de Wayar, María Luisa","La mujer en la servidumbre doméstica en La Paz durante la etapa colonial (1679-1825)","","","","","","","2018","2021-08-29 19:02:09","2021-09-05 22:40:39","","","","","","","","La mujer en la servidumbre doméstica en La Paz","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XVII; Siglo XVIII","","","","","Soux de Wayar, María Luisa","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TSDAPUVQ","thesis","2018","Rodríguez Huarachi, Lizeth Cecilia; Fernández Quisbert, Ramiro","El proceso de industrialización textil y sus formas de explotación de la mano de obra fabril en la ciudad de La Paz en los años 1980 al 2000","","","","","","","2018","2021-08-29 19:05:45","2021-09-05 22:40:43","","","","","","","","El proceso de industrialización textil","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","Fernández Quisbert, Ramiro","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SD58BXGZ","thesis","2018","Coronel Mamani, Minerva Edith; Ticona Alejo, Esteban","1978: El indio a la hora del indianismo","","","","","","","2018","2021-08-29 19:07:02","2021-09-05 22:40:23","","","","","","","","1978: El indio a la hora del indianismo","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","Ticona Alejo, Esteban","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
